closeness,harmonic,degree,decay,eccentricity,radiality,load,approx_current_flow_betweenness,betweenness,current_flow_closeness,information,current_flow_betweenness,reach,deep_reach,Cluster
-1.461196940723762,-1.689942383284184,-0.08606491553631844,-1.709100883237744,0.7865181873898859,-1.668900920500055,-0.092669735691727,-0.1117033140614686,-0.09154802556839514,-0.6778192787215606,-0.6778192787215606,-0.1099385345592419,-1.68994238328421,-1.721807989788049,0
-1.096228889235938,-1.465548002048953,-0.08606491553631844,-1.52400316631235,-1.273340782930466,-1.161518675690494,-0.092669735691727,-0.1117033140614686,-0.09154802556839514,-0.757995587990534,-0.757995587990534,-0.1099385345592419,-1.465548002048958,-1.511747327385614,0
0.201589902256069,0.249568287647241,-0.08606491553631844,0.2493881335716658,-1.273340782930466,0.3091544976705521,-0.092669735691727,-0.1117033140614686,-0.09154802556839514,-0.4870253338426458,-0.4870253338426458,-0.1099385345592419,0.2495682876472435,0.1450235355481291,0
0.201589902256069,0.249568287647241,-0.08606491553631844,0.2493881335716658,-1.273340782930466,0.3091544976705521,-0.092669735691727,-0.1117033140614686,-0.09154802556839514,-0.4870253338426458,-0.4870253338426458,-0.1099385345592419,0.2495682876472435,0.1450235355481291,0
0.201589902256069,0.249568287647241,-0.08606491553631844,0.2493881335716658,-1.273340782930466,0.3091544976705521,-0.092669735691727,-0.1117033140614686,-0.09154802556839514,-0.4870253338426458,-0.4870253338426458,-0.1099385345592419,0.2495682876472435,0.1450235355481291,0
1.251723276931125,1.397838643598842,0.01353710991803287,1.439777043618811,0.7865181873898859,1.220971865154401,0.01396904537944984,0.08868898755000315,0.01228938440982339,2.039699697243007,2.039699697243007,0.1097382653956904,1.397838643598847,1.696180925404757,0
0.201589902256069,0.249568287647241,-0.08606491553631844,0.2493881335716658,-1.273340782930466,0.3091544976705521,-0.092669735691727,-0.1117033140614686,-0.09154802556839514,-0.4870253338426458,-0.4870253338426458,-0.1099385345592419,0.2495682876472435,0.1450235355481291,0
-1.461196940723762,-1.689942383284184,-0.08606491553631844,-1.709100883237744,0.7865181873898859,-1.668900920500055,-0.092669735691727,-0.1117033140614686,-0.09154802556839514,-0.6778192787215592,-0.6778192787215592,-0.1099385345592419,-1.68994238328421,-1.721807989788049,0
-1.461196940723762,-1.689942383284184,-0.08606491553631844,-1.709100883237744,0.7865181873898859,-1.668900920500055,-0.092669735691727,-0.1117033140614686,-0.09154802556839514,-0.6778192787215592,-0.6778192787215592,-0.1099385345592419,-1.68994238328421,-1.721807989788049,0
-1.461196940723762,-1.689942383284184,-0.08606491553631844,-1.709100883237744,0.7865181873898859,-1.668900920500055,-0.092669735691727,-0.1117033140614686,-0.09154802556839514,-0.6778192787215592,-0.6778192787215592,-0.1099385345592419,-1.68994238328421,-1.721807989788049,0
0.201589902256069,0.249568287647241,-0.08606491553631844,0.2493881335716658,-1.273340782930466,0.3091544976705521,-0.092669735691727,-0.1117033140614686,-0.09154802556839514,-0.4870253338426458,-0.4870253338426458,-0.1099385345592419,0.2495682876472435,0.1450235355481291,0
0.201589902256069,0.249568287647241,-0.08606491553631844,0.2493881335716658,-1.273340782930466,0.3091544976705521,-0.092669735691727,-0.1117033140614686,-0.09154802556839514,-0.4870253338426458,-0.4870253338426458,-0.1099385345592419,0.2495682876472435,0.1450235355481291,0
